ZoneID,population
319,1835.424963755448
320,3907.595621574421
321,12440.500494541788
322,12824.000000181277
323,7802.714902705158
324,6413.540926610681
325,6274.783247620007
326,7045.835877244874
327,11735.387874007545
328,11659.339476531151
329,20070.559626766808
330,23921.003845361047
331,29359.999999666725
332,11276.850209914628
333,7191.620757158983
334,5297.999999821664
335,11717.883665380308
336,2790.209574396096
337,3377.6982422681795
338,7448.104188108555
339,11125.99999985662
340,15858.613538840753
341,5947.7820865910035
342,3203.9415472012406
343,14928.23256627132
344,4920.217026543367
345,2735.732386781553
346,4789.000000003299
347,6895.4694496866005
348,21167.577880733366
349,18103.24397522905
350,22039.999999438038
351,13040.026805094016
352,14788.721958974367
353,16864.9915416786
354,8996.057966384735
355,9092.999999879472
356,4557.357106062108
357,2250.675817252717
358,2321.142228362228
359,11192.419809266985
360,13008.044547408363
361,16648.01978008535
362,11547.934566563095
363,6646.507153402428
364,6436.870984720402
365,34590.002462002485
366,35062.870142479325
367,36003.00000020071
368,36002.999999381755
369,25003.719365187397
370,60979.929168686765
371,34563.37352514153
372,31234.55755149928
373,19579.00000001993
374,14190.000000148875
375,22040.575259048444
376,19579.00000857725
377,52768.73790644908
378,57401.64005430734
379,59752.06188809832
380,72969.00000168083
381,45551.80089324327
382,64077.29194655966
383,45209.999999570304
384,58858.45015624215
385,63245.18395693912
386,56198.99999918689
387,56199.000000847605
388,56199.00000059848
389,56198.99999718082
390,56198.403496772575
391,56198.99999936052
392,56066.96378543509
393,78984.99999945264
394,27293.99999963677
395,21987.013857587885
396,21943.35130800032
397,56924.10703368953
398,39816.07840446388
399,18898.82627843116
400,15020.691132406097
401,5066.000000079656
402,72968.99999953102
403,34998.05314869212
404,68270.56950271489
405,76856.30685080659
406,2659.2781978801463
407,2155.2408290886415
408,7959.9999986835555
409,1681.0000000529988
410,2107.3753374496046
411,4727.837146750114
412,7889.247688821675
413,2174.319347844202
414,2376.0000002842935
415,5989.270739075365
416,11848.641304079332
417,10414.290644884688
418,9092.999999486372
419,13521.999998825111
420,25450.00000160583
421,25450.00000020532
422,9728.9999994614
423,13409.569921122298
424,9728.999999561593
425,8563.171267195865
426,9133.999997775863
427,12124.999999665535
428,31438.999998875497
429,10450.000000182188
430,2282.999999982567
431,3550.999999868685
432,3561.3597501416166
433,3619.373967607807
434,3374.999999973408
435,9093.000000213246
436,9093.000000244809
437,10958.000000799335
438,9530.892441370428
439,9165.921720189961
440,10731.295308978424
441,1316.1775619992225
442,5839.1689137529165
443,12718.883808706832
444,16373.609959451149
445,27203.99999992152
446,24705.99999935553
447,24705.9999992837
448,34385.71488032208
449,43837.99999455154
450,10241.999999802088
451,40216.46253066007
452,8469.99999917102
453,27293.31472467455
454,36716.56359968401
455,2057.497288626617
456,10958.000000704156
457,13447.351088933492
458,14821.02885151218
459,5336.3451516596
460,6904.54496262762
461,7160.488705917673
462,13301.626481567184
463,21817.45833976536
464,12882.457093674922
465,13913.725978073
466,10088.662129540195
467,12316.487014248729
468,7282.786033794148
469,26101.00000131327
470,13081.195549953847
471,14930.000000400978
472,13120.931891331567
473,10983.313018453988
474,11041.000000263022
475,11040.999999890288
476,11041.000004086995
477,8657.000000031088
478,10935.094721782263
479,10919.724043497827
480,20607.117935064016
481,24099.999999733143
482,24099.99999731159
483,23813.336561355954
484,21098.007197654235
485,24100.000000530406
486,24100.000001295943
487,8399.125246568323
488,23567.999999352563
489,24218.642357595567
490,19487.00000282152
491,15547.530462377872
492,6743.999999947063
493,10401.999999610434
494,7171.000000386877
495,24438.000002770077
496,8260.420906781383
497,10163.655061122405
498,34320.000000889566
499,30226.08550998733
500,24439.9999998329
501,26236.804957708773
502,34785.99999880614
503,24303.985995229446
504,34786.00000042543
505,26050.021717511303
506,23936.379860378365
507,12377.109221783572
508,12518.000000116996
509,3962.000000273815
510,3962.0000001579033
511,4367.794872610732
512,4409.0474554218645
513,20754.00000007854
514,18419.642403389054
515,12893.483844318196
516,13771.999999657524
517,13464.962769870868
518,10689.414508199956
519,18708.54193405305
520,15791.999999929896
521,12411.281206380809
522,20111.68113806932
523,15212.928728870093
524,12275.097162287282
525,13671.68198986164
526,7968.271456854734
527,12160.798835447458
528,31427.43320243136
529,24834.21550470088
530,14396.443485660611
531,17705.999999651096
532,17541.31836517274
533,14420.174259002568
534,24188.999999481937
535,20065.154915753417
536,8312.343685064443
537,26257.582810000844
538,9952.115163392607
539,5579.955181661481
540,8112.023749976819
541,5221.362781448864
542,15748.190732408815
543,15310.250886828771
544,7190.249419481449
545,6642.593086735607
546,12275.870715018496
547,13846.838333067284
548,10309.53371957375
549,13077.0000000701
550,4874.386676525246
551,15174.528834671675
552,12375.507605245852
553,7573.48682687875
554,13661.873768603204
555,12861.356526282989
556,10434.999999979962
557,8750.748814307377
558,17640.00000008183
559,9026.934004256653
560,7892.00000003025
561,6255.254047121191
562,1956.2490204752553
563,7406.45364891568
564,4248.766759810171
565,2605.3698506609367
566,2981.629693786069
567,43843.000000149375
568,16024.540713931376
569,8060.2487851957085
570,8604.714622444091
571,9869.46624206169
572,6294.93235553336
573,8113.326276275101
574,11142.901755238863
575,21842.46067211804
576,5686.667975189092
577,3454.437873583092
578,6794.723973413784
579,18851.40397427721
580,2187.603524470888
581,8552.028741189337
582,2332.999999967712
583,6744.000000206329
584,16816.00000031878
585,28658.000000162432
586,21566.367236340982
587,12531.637853744196
588,13960.565810213962
589,22138.465365007753
590,7541.178809748819
591,6743.999999952928
592,5566.463484853255
593,7891.675644974191
594,5391.43609381722
595,4353.7613038909085
596,2579.497652864704
597,12624.272369497516
598,12604.851082391424
599,5194.049021500311
600,11041.11288575818
601,4148.175562703244
602,3230.215348357945
603,6700.736937962918
604,20804.560086257687
605,2567.870838919332
606,2765.634567862788
607,3538.494234461892
608,8421.000000144373
609,5941.5883504505855
610,8421.000001252798
611,259.39164562738
612,269.17555177306747
613,344.3786269274568
614,7487.668718346748
615,7626.999999878437
616,4447.554466942464
617,5688.428813360452
618,4044.4913029775194
619,3473.7446292152645
620,5587.999999824791
621,29452.321354528704
622,7854.014849534084
623,3037.6482296264744
624,2944.5072971960844
625,2629.7987733249447
626,37583.00000045519
627,3633.9999999509537
628,3633.999999978621
629,14412.34227653806
630,10211.779751719369
631,8079.931380410443
632,7764.6112337669565
633,14138.652034346414
634,14662.952076954009
635,15569.999999812291
636,9296.000000187667
637,9784.000000203123
638,9783.999999953834
639,8968.190477576742
640,8644.296640773364
641,8656.999999371534
642,8657.000000545539
643,8576.117818306218
644,8667.866698439404
645,9337.547815185939
646,5883.602626246601
647,5478.544646881402
648,12813.20547718022
649,10737.166419092442
650,40596.1136598168
651,26099.728524043672
652,25022.23587919377
653,30320.665032094174
654,12441.553656924665
655,15267.61327928706
656,16134.904144459711
657,10553.00000012284
658,10955.794112450068
659,33859.00000043395
660,33859.00000092698
661,11502.00000049182
662,8751.897909591646
663,7954.73798406016
664,3257.9999999973265
665,8899.241826939153
666,7865.383015738889
667,9065.999999675849
668,7750.220563977283
669,1025.8098024111175
670,8836.324877068537
671,5732.0000000726
672,53285.49993114639
673,56198.99999475276
674,56199.00000198432
675,61673.32840342718
676,62456.00000165218
677,61382.7135858568
678,62826.0000013892
679,62455.99999793465
680,56198.99999991935
681,28224.71226596569
682,40140.000000183754
683,40139.99999969756
684,34618.51829802623
685,56935.000717341936
686,55964.52804511067
687,63551.608991006
688,27293.999996505056
689,78984.99999700693
690,15649.999999762074
691,32958.65420261408
692,38120.99999950641
693,31438.99999951409
694,32843.00000028388
695,30551.00000004399
696,10877.000000382212
697,21698.263290145223
698,9625.952438585584
699,15609.442751219864
700,18614.154898480945
701,29688.000000297598
702,27550.66537473313
703,21705.49948156073
704,15152.190296096878
705,18634.00000036508
706,26678.00000024788
707,68584.48091841112
708,19365.526465791758
709,15590.000000533399
710,15589.999999719666
711,15589.999999593865
712,18406.51985471605
713,8092.923750393111
714,11364.608447803277
715,13074.516384810828
716,11732.202967940291
717,11780.42674470985
718,8866.459584572494
719,5127.134937489244
720,7772.303982378173
721,5146.5926876427
722,3196.916770323872
723,24427.199074435
724,3889.6687857120146
725,6946.382703283209
726,12626.269674527422
727,54334.52364199288
728,17603.849442688952
729,7392.000000240045
730,7392.000000203853
731,6692.432402790389
732,6285.043590855253
733,2425.642553531973
734,3816.5455770397334
735,2709.1158457378683
736,5925.964157782428
737,18624.165934341545
738,9587.989812663624
739,11678.418252562627
740,38040.999998361855
741,26009.668418114623
742,35946.512977460654
743,42103.94205709329
744,28927.000001091576
745,24059.066967668376
746,38759.92138254661
747,28926.99999995505
748,44064.62686527388
749,9784.000000245032
750,11041.000000358676
751,10402.000000912663
752,7318.37218647855
753,10401.99999927544
754,10401.999999641368
755,8352.516527863918
756,5324.99627388918
757,6312.615967413414
758,7216.615067461352
759,7542.810113768851
760,13689.999999761754
761,13016.527748696428
762,9667.692287217678
763,3148.000000319516
764,1950.0000003233783
765,7245.999998592983
766,6587.999999870728
767,6588.000000124381
768,15521.847751110852
769,29241.566626093692
770,16575.999999729407
771,16575.999999300573
772,29494.99999956088
773,28679.573750717187
774,10487.312255111829
775,13620.000000388569
776,13619.999999982365
777,14965.999998644438
778,14189.99999986811
779,13648.81820093418
780,14965.999994823056
781,7750.999999945011
782,8060.630825008498
783,26805.000000635
784,14965.999999407082
785,4175.2268281214365
786,9093.000000001048
787,8807.000001162492
788,9087.3477935648
789,6212.470352027407
790,4947.000000030802
791,6254.000000042678
792,5634.041197604167
793,6374.050041817521
794,5298.276591539521
795,32645.000000000004
796,8545.888820320659
797,10051.113938120636
798,9671.00000017445
799,8755.743829886851
800,9671.000002092833
801,4397.986391845784
802,4388.317870987024
803,8710.624937469001
804,17562.000004787842
805,15678.999999857215
806,15678.999999893003
807,13451.33154255609
808,12614.479618698868
809,15338.293531215251
810,16424.00000000759
812,10168.379727421565
813,178.54048412260053
814,9153.94408957187
815,6675.3075837645
816,11040.999999754124
817,9491.21364106077
818,27181.408563969086
819,22291.14054559858
820,22213.000000079675
821,219.6537920029856
822,8281.786449002242
823,7644.306870157776
824,5469.999999999807
825,4985.697531056448
826,3590.4464980574057
827,1711.1239288709987
828,1596.2974626516443
829,3148.1661132809486
830,2028.6457036818963
831,2619.0173358424586
832,2309.86378574798
833,5173.536107494714
834,3594.5691340967214
835,2203.6605982562305
836,5830.530978682295
837,6833.019618425409
838,6979.324753298972
839,2781.547741562026
840,3622.841214389412
841,1780.04275252877
842,633.6290205902492
843,750.2403447423721
844,4094.39195693961
845,5470.000000142215
846,3402.0820759494854
847,2957.651439002243
848,3822.361071845272
849,4916.3422051999405
850,484.4304127696973
851,2383.0291841319618
852,2763.032780063558
853,1129.825156840282
854,2933.7279311907546
855,5044.401253321384
856,6802.589988365721
857,1867.3599474867233
858,4265.753934001035
859,3154.600514862283
860,59801.99999960565
861,56971.75375303315
862,31650.68651259241
863,23076.382767093848
865,15568.15500210617
866,18314.00000013764
867,16767.681648299193
868,16200.993197879336
869,16020.078318497795
870,18271.000000012325
871,14752.567465292965
872,16060.553384138277
873,15581.648581138177
874,12239.705819125584
875,16727.86812438638
876,17349.86270945241
877,22472.087169834795
878,21238.481012822394
879,18298.559969111648
880,26750.51389346297
881,32745.360191561875
882,32894.0148380044
883,24472.99843382396
884,11574.10859715506
885,15515.773783310075
886,9987.481626238845
887,9182.617325398083
888,5570.250178037568
889,12168.409275633288
890,24967.60695503082
891,11544.835474091007
892,7182.494848037574
893,9584.999999851267
894,8165.420761733281
895,8504.67872812756
896,7532.999999799939
897,7446.000000473843
898,7489.869865181894
899,7542.308075573773
900,13223.268933783384
901,16886.797459090183
902,2758.753103049621
903,2734.000000009968
904,3832.399094223872
905,6501.382184207654
906,3759.1031802467414
907,6623.775568965412
908,7305.764082732203
909,7887.022274161578
910,8338.81943309181
911,8270.250468678914
912,5506.062661235441
913,8617.92351559831
914,18097.0445566224
915,12390.000000078255
916,19738.878216112153
917,7745.497477801283
918,13673.028031740607
919,17353.73703266483
920,16233.732337376532
921,13368.000003156996
922,13368.00000046173
923,11202.213432598062
924,11594.578991959348
925,10348.91855139844
926,10909.302391440217
927,6556.418188397465
928,5084.999999998906
929,11231.000000182716
930,11230.999999609632
931,11230.999999586882
932,11230.999999365573
933,11231.000000177208
934,10496.000017406592
935,15438.999998586369
936,10495.999996519664
937,10495.999998875668
938,10496.00000131872
939,10496.000000327693
940,10496.000000054948
941,8494.000001202681
942,11592.014116534012
943,14598.736203855451
944,5760.000000475666
945,5066.156958517161
946,12254.508722831339
947,12263.00000000336
948,8574.710352464217
949,5760.000000449546
950,4742.169453386517
951,5453.302541963345
952,11610.000000161945
953,5759.999999669335
954,6759.743887014592
955,6556.999998087977
956,6557.000002708436
957,6557.000000273412
958,6195.883864059828
959,10063.156860032475
960,7165.000000055984
961,17008.2246532891
962,17299.778441905546
963,13961.999999922587
964,28657.99999560533
965,14124.193668730832
966,13824.764347187032
968,31120.261576556422
969,9996.970672568346
970,14817.3336653645
971,7128.752963324514
972,14877.6207775236
973,33089.00000051467
974,27028.270070249255
975,13510.850821813452
976,4081.1262848649353
977,8538.999996330096
978,3804.0000001825265
979,23848.000000616732
980,29220.22434625312
981,27748.781772288665
982,22666.717519626207
983,24436.214311167663
984,14352.000000129507
985,14297.000000695823
986,21444.662063436048
987,24974.000000245167
988,7212.980808349085
989,2995.3573195392655
990,15632.599635034252
991,18232.156888149715
992,24100.000000314736
993,16297.999999270469
994,16297.99999943106
995,16298.000001167256
996,15867.005419394116
997,9264.000000145616
998,31147.33415945187
999,22530.5759764574
1000,10199.570601337617
1001,8109.341923100052
1002,9714.1132246499
1003,3485.043333510704
1004,9491.762318386549
1005,12915.628371539275
1006,12879.630486655318
1007,3918.000000012028
1008,9058.65252477994
1009,12658.06724363452
1010,1602.17886074881
1011,2530.9997437017646
1012,5089.000000272369
1013,5536.584575781233
1014,7381.999999541389
1015,9006.037033130857
1016,5089.000000515012
1017,5469.615516354987
1018,5393.7581877970715
1019,5942.000000677267
1020,5242.220124334381
1021,5067.386387711614
1022,3799.4614785551857
1023,20479.719343473986
1024,4144.585997976885
1025,7526.0170144192
1026,9784.000000317383
1027,9680.181453557907
1028,11032.875117473786
1029,10912.99999872984
1030,15944.513055689653
1031,16369.089986027027
1032,18313.999999448053
1033,19752.982036933605
1034,16484.823314844587
1035,16027.224900294952
1036,10552.999999919448
1037,10552.999999920896
1038,10553.850458675148
1039,35616.21603781561
1040,35108.57009160431
1041,33858.99999993631
1042,29568.239680584724
1043,36385.53939396067
1044,36887.37711905999
1045,10526.065216308943
1046,5947.873672203586
1047,7888.867679261473
1048,9001.667265378015
1049,5158.438012330023
1050,7868.387564755837
1051,7626.423578100411
1052,55088.80097932913
1053,54636.77347300949
1054,62822.38501400049
1055,62826.000000307744
1056,56199.00000203337
1057,66619.24606761044
1058,27294.00000286244
1059,21977.85588255543
1060,78984.99998727534
1061,12200.302294374056
1062,41312.99999976264
1063,43165.34705305496
1064,45038.13334062004
1065,45663.45590480328
1066,46268.87943943182
1067,45690.00000044689
1068,22853.574936938167
1069,33806.313548703765
1070,30489.00000080601
1071,35228.910879797
1072,22184.000000388714
1073,15654.000000107042
1074,11261.000000295844
1075,11633.449128264489
1076,44525.99999928343
1077,8811.999999930531
1078,15722.999999736156
1079,16379.000000381444
1080,19544.08372515286
1081,8687.369399515677
1082,8077.805216111133
1083,5596.860361367331
1084,4995.102019569934
1085,13312.318901955685
1086,16423.999999586136
1087,14361.50636786724
1088,13856.041693934423
1089,10085.000000052103
1090,23439.21008748792
1091,10339.999999816524
1092,6449.0000000348
1093,7260.999999927422
1094,5586.869117159819
1095,17335.52054320437
1096,18671.013573081364
1097,24156.097138874586
1098,24338.433294579136
1099,22597.40373520952
1100,27882.515141758835
1101,20582.00000007831
1102,16196.337565590547
1103,20593.869076179322
1104,18162.18505359195
1105,13771.99999982398
1106,15679.000000623779
1107,17561.999999817515
1108,15722.999999819427
1109,15724.28949551102
1110,14983.000000259117
1111,14983.000000941816
1112,24973.99999969456
1113,24973.99999635951
1114,24974.00000120412
1115,24974.000000672364
1116,24432.677382526526
1117,7165.822198065598
1118,15882.202924352874
1119,26386.142022651056
1120,17493.803101891204
1121,11364.987970022295
1122,2908.224667668694
1123,8116.824831496454
1124,34388.59403001902
1125,30228.64131606608
1126,40881.62620739586
1127,44526.00000073367
1128,20311.065142443913
1129,19746.999999343578
1130,39844.827976790286
1131,15663.000000323296
1132,14077.857335737022
1133,8667.496690536806
1134,26411.57459975031
1135,30489.00000096205
1136,30908.94186214484
1137,30488.999998894593
1138,29614.400543480457
1139,33198.54768408904
1140,27643.85651028815
1141,44526.000002549095
1142,26681.00000071692
1143,16378.999999809212
1144,20332.00000022768
1145,19918.746219027544
1146,24974.00000214144
1147,7461.110527982968
1148,9154.327562603065
1149,16424.00000046964
1150,20208.19454266862
1151,10167.851477601427
1152,16844.916953769767
1153,13619.905095297623
1154,20579.00000074556
1155,15723.000000254828
1156,2740.224158753808
1157,3293.125440995211
1158,5052.999999907235
1159,2525.39193703839
1160,1800.1214236397864
1161,4043.999999947247
1162,517.9999999954608
1163,713.7075840191756
1164,4936.000000046825
1165,4917.749169409612
1166,4782.0985051384
1167,7043.000000208184
1168,7930.2851625866115
1169,8106.138971094666
1170,2094.999999848313
1171,7103.3067673808755
1172,6534.57609070774
1173,5113.916602883179
1174,8695.999995335158
1175,8583.737736118224
1176,2053.9407981046415
1177,1076.9754586763343
1178,1549.0000000881691
1179,1288.9999999847487
1180,9090.343925131012
1181,8437.999999850668
1182,6594.999999702824
1183,7158.098875251781
1184,7193.00000160277
1185,8131.000000207424
1186,5809.227829849539
1187,7192.9999993329275
1188,7043.788790937114
1189,10533.999999211803
1190,10329.610133495995
1191,5876.83925742879
1192,10533.999998490115
1193,8176.596492127661
1194,4272.000000029699
1195,5674.7826779594
1196,8498.587297194643
1197,5505.00000062156
1198,7891.999998184567
1199,6882.400892945656
1200,8837.156568341958
1201,1831.0000000181928
1202,4008.339397729109
1203,12879.999999962454
1204,8448.00000012986
1205,9090.762732175388
1206,12551.000000091346
1207,6922.999999965901
1208,7876.999999906989
1209,4191.163078904384
1210,10713.000000184216
1211,11183.160687034231
1212,8677.488419333853
1213,10291.426512503484
1214,6921.00000006178
1215,8354.368364772488
1216,6858.000000051293
1217,7605.000000063819
1218,6337.719449399517
1219,8692.000000107822
1220,8700.380374183349
1221,7899.999999745201
1222,16509.05826599482
1223,22106.741187906486
1224,10605.316280330424
1225,8469.253321342832
1226,10713.000000430922
1227,8094.669139880779
1228,7188.73605996374
1229,10212.000000119184
1230,3899.999999993744
1231,10294.475959236448
1232,21353.26486164901
1233,8402.999999565875
1234,6857.999999849692
1235,6455.859215344515
1236,7151.159382553692
1237,6234.999999742595
1238,5337.000000024551
1239,8691.99999992987
1240,4760.7123059447795
1241,8026.999999763403
1242,16378.999999289515
1243,20331.99999995856
1244,20332.00000116794
1245,20331.61956718763
1246,9952.60867856747
1247,19746.999998736217
1248,18662.808671728744
1249,9922.901630323342
1250,17150.777064329886
1251,16830.22947646607
1252,15921.99999875881
1253,13614.301681724492
1254,15981.64530228144
1255,12719.00000010638
1256,2088.9426340018367
1257,16644.908520949062
1258,14982.999999203845
1259,10191.201320257256
1260,16875.944388064003
1261,10081.999999862492
1262,10184.742640436556
1263,12708.487851272595
1264,19286.85050527477
1265,17583.9999994807
1266,20022.169635835864
1267,11502.0
1268,14964.346481696948
1269,16323.909261914132
1270,12187.000000115007
1271,15308.035628075597
1272,12187.0
1273,12035.3205242234
1274,8267.254705422427
1275,6356.99999990073
1276,7948.564471977984
1277,6375.900954605975
1278,9323.090760260478
1279,9767.267245313858
1280,4067.7456709727385
1281,6547.248688249486
1282,8410.47476947475
1283,9742.246465040478
1284,5055.999999862648
1285,10036.999999976499
1286,22692.607171084743
1287,11082.000000329122
1288,20171.492033932715
1289,24202.550008431626
1290,19466.00000009672
1291,3079.6388371293874
1292,6482.000000136575
1293,1724.999999990506
1294,3848.267581170372
1295,16705.95843195964
1296,14972.1461337944
1297,16273.000000502563
1298,7100.8240672315005
1299,6821.542166272398
1300,10044.52019772668
1301,79760.0
1302,7983.900292532317
1303,6305.271007495362
1304,20181.586451797855
1305,14272.312509812738
1306,10957.999999964595
1307,10265.999996291048
1308,10266.000000426124
1309,10265.999997836527
1310,12323.848212502116
1311,10266.000000235068
1312,13423.242059644102
1313,10912.999999124115
1314,10092.200530776272
1316,7382.75043833333
1317,6184.252775122498
1318,6572.638415385718
1319,13422.383418825804
1320,13309.971052804383
1321,13183.313721857672
1322,18457.00000066843
1323,20726.67772275716
1324,19906.967388436315
1325,13356.541951817231
1326,10533.46021038617
1327,8518.536103132692
1328,15654.000000062288
1329,40982.99999559009
1330,40302.329889353976
1331,16272.99999941636
1332,37191.45014440112
1333,26424.883994799824
1334,23988.151306464737
1335,7984.9999998360445
1336,16144.152429852917
1337,17106.285525838317
1338,9026.108145473705
1339,8162.999999331635
1340,6751.670248651721
1341,8162.999999923619
1342,8806.298160768782
1343,33869.999995752674
1344,30488.999996829993
1345,27195.47167527619
1346,30489.000000077383
1347,28336.051833456266
1348,38040.99999651863
1349,40298.31544642551
1350,16379.000000248932
1351,9268.481643897907
1352,8112.036528057523
1353,23916.00000012644
1354,28965.668940989846
1355,40865.309962355
1356,36140.36872061482
1357,49320.999998307954
1358,48660.6923539651
1359,40178.564334726616
1360,44525.999992679834
1361,44526.00001565426
1362,44526.00000013085
1363,46830.880913742825
1364,15723.000000522232
